text,final_label
Governor Raimondo: Allocate federal COVID-19 relief funds to save RI small businesses NOW.,False
CANCELLATION OF DU EXAMINATIONS,False
"Covid-19 Support for Entrepreneurs, Consultants & Gig Economy & Part-time Workers",False
Open Smaller Gyms in Ontario,False
Les 10 réclamations urgentes pour lutter plus efficacement contre le COVID-19 en Belgique,False
Let 27 North Residents Cancel Their Lease Contracts Amid COVID-19,False
Faith in our ADOM Schools,False
CoronaVirus - Coventry University deadline extension,False
To get the Summit Athlete Gift-Bags,False
"Cheerleading,  Dance and amateur sports clubs to be included in Covid 19 Announcements",False
University of San Diego changes courses to online due to the spread of COVID-19,False
Father is dying from Covid19 & Plasma is his only hope and hospital won’t give it to him!,False
Stop companies Profiteering from £120 Private Covid-19 Testing!,False
Suspend Mortgage & Rent Payments in Maryland During COVID-19,False
Yoga Studios Are Not Gyms,False
"Save the dagwood dog guy,",False
Stop all animal transports during covid-19,False
"ОСТАНОВИТЬ РЕПРЕССИИ, ОСВОБОДИТЬ ПОЛИТЗАКЛЮЧЕННЫХ И  ЗАДЕРЖАННЫХ ПО ПОЛИТИЧЕСКИМ МОТИВАМ",False
Ensuring the safety and Respect of healthcare professionals in current pandemic scenario,False
Indiana for the Safe Return to Schools,False
Close Chipotle during COVID-19,False
Keep children out of school during the COVID-19 crisis,False
Save the fitness Industry from the economic effect of Covid 19,False
Petition to Reopen NYS Gymnastics Clubs,False
Implement a No Detriment Policy for University of the West of England,False
"Suspend rent, mortgage and utilities bill of Texas",False
Ontario MRTs/DMSs united to get the respect/recognition we deserve. COVID-19 Pandemic Pay,False
#CancelofflineexamsinKA,False
Spotlight on NJ Unemployment Lag during Covid-19 Shutdown!,False
SAVE THE CUNY STUDENTS,False
Urging the CSWE to reconsider field practice hour waiver due to the government shutdowns,False
McConnell and Schumer: Make it Monthly Stimulus Checks & Support the #PeoplesStimulus,False
NSFAS should provide students with Laptops to study during this pandemic of COVID 19,False
Declare Digital Learning plan for Education deprived school children of Rural Maharashtra,False
No to abandonment,False
NJ edTPA COVID-19: WAIVE edTPA for Fall 2020 Graduates,False
National Poetry Library SOS #NPLSOS,False
Make Ryerson courses pass/fail,False
Petition for PDPU to take prevention against COVID 19,False
GOVERNMENTS TO BAN ALL WET MARKETS-STOP ANOTHER COVID 19 OUTBREAK,False
"Gov. Kemp, Save Lives, Let Our Cities Mask!",False
No Colleges until Zero Covid Case in the State or until Vaccines are out,True
Stop Sussex from Sacking their Staff! Covid-19,False
PROTECT  OREGON  INMATES  FROM  CORONAVIRUS (COVID19),False
Contra o FIM da Saúde Pública Federal no Rio de Janeiro,False
A year tax free after the pandemic for all key workers who had to work through covid 19,False
KEEP GYMS OPEN IN CT,False
President Rule in Bihar,False
Make Covid19 tests available to care staff working with vulnerable elderly people in care,False
Open Outdoor Youth Sports Activities in Massachusetts,False
Travel Ban on US & Europe,False
Make all UWL (online next because of Covid-19) classes pass or fail for this semester,False
Ask Concordia University to Suspend All In-Person Instruction,False
Major retail chains should provide free home delivery to those most at risk from Covid-19.,False
"Continue to Subsidize Child Care, in Texas, during the Covid 19 pandemic",False
Advice the government of Botswana to temporarily close down schools amid covid 19 outbreak,False
COVID BCG Vaccine must start in countries with highest cases of infections NOT in Africa.,True
Governor Jay Inslee to forgive Rent/Mortgage in Washington State for 90 days,False
ATTN Governor Baker- Open Mass Training studios and Personal Training Safely ASAP,False
Pace University Petition - COVID-19 Pandemic,False
Pay NYC substitute para professionals during COVID-19 School Closures,False
A plea to the Universities during the time of this Pandemic,False
CARTA PELOS POBRES!,False
NO NASHVILLE GOP CONVENTION,False
Support BGU Students during Covid-19,False
HELP NS Veterinary Clinics Stay Open‼️,False
SNP MP Margaret Ferrier resign after travelling to London with a positive COVID test,False
Start drive-through community-based COVID-19 assessment centres provided by our Labs!,False
Promotion Of AKTU College Students to Next Semester Without Exam.,False
"Guarantee PPE availability for healthcare workers, both in government and private sector",False
University of Guelph COVID-19 - Move Classes Online,False
Get Finals Moved to Online Due to Corona Virus (COVID-19),False
“Freeze Rent and Mortgages during Covid-19”,False
UVM COVID 19 Protocol,True
Compensate Fees after Closure of Universities due to Covid-19 Pandemic,False
No MAGA Mural in Petaluma!,False
"Petition to Freeze Rent, Mortgage, & Utility Bills During Covid-19 Pandemic",False
Utah: Require Insurers to Pay COVID-19 Business Interruption Claims for Restaurants,False
Halt all catalogs sent through USPS for the 3 weeks leading up to the election,False
Shut down TORONTO COVID-19,False
"Partial tuition refund for students at Greengates, due to online classes.",False
Fund & Restore the SBA EIDL to help small businesses and gig workers affected by COVID-19.,False
No Karnataka CET in July,False
PETITION FOR ACADEMIC EASE,False
Demand Adequate Pay for Actra Toronto Members Completing Required COVID Testing,False
Protest against petroleum fuel price hike in India,False
Objection to Notice dt-12th Feb 2021 issued by Panvel Municipality for Property tax,False
Allow cancer patients to access treatment and clinical trials - please do not donate,False
Cancel Deanza Classes Amid Coronavirus Outbreak (COVID-19),False
Reopen pools now,False
Cancel B Tech Exams for intermediate semesters -KTU,False
LET US PLAY,False
Stop the deportation of Australian mothers and their children into abusive situations,False
AMEND the Law Indicating 3% Philhealth Premiums for Physicians and 0​.​5% Yearly Increase,False
Re-enact mandatory indoor masking as a basic public health measure.,False
Reschedule Class of 2020 Events!,False
Pass/Fail Grading Option at the University of South Carolina for this Semester,False
Addison Davis must RESIGN Immediately,False
Haramkan penggunaan dan penjualan rokok elektronik dan vape di Malaysia,False
Pelo Lockdown em TODAS cidades com +150​.​000 habitantes,False
Clemency for Bryon Russ,False
"Moderna, Pfizer, and CureVac: Ensure we can end the Pandemic. Help others produce Vaccine",True
Stop travel to rural holiday destinations in UK during Covid-19,False
Cerrar canal de SOY DAVID SHOW por violar cuarentena COVID-19,False
"Build bike lanes on Bloor, Danforth & Yonge now",False
REISEWARNUNG AUFHEBEN! - Mallorca is NO RISK zone.,False
ALL EXAMS / TESTS TO BE ONLINE,False
"Cherokee Co. Sheriff Spokesperson, Capt. Jay Baker Must Go!",False
The German government should cancel rents for international students till CoVid19 is over.,False
Petition for Online Teaching in LSE under COVID-19 Threat,False
Smaller Nonprofits Need Help Now To Survive COVID-19,False
Make CUSD Schoolwork Optional Due to COVID-19 Pandemic,False
Replacing the COVID Awareness Caller tune with Mayur Jumani's Remix version,False
Australian Dept of Education Duty of care failures COVID 19,False
Health care workers and Covid-19,False
"Indian Doctors battling COVID lack PPE, while IPL pays cricketers millions of dollars",True
Illinois  Schools Should Void 4th Quarter Grading and Pass All 2019/2020 Classes,False
Make UNF give us refunds for housing/ dining if we are forced to leave again due to covid,False
Change UT to a Pass/Fail grading system (with a letter grade option) for Spring 2020,False
Front line workers deserve hazard pay from Danbury and New Milford Hospital.,False
Regarding UC Irvine's Decision to Cancel 2020 Commencement,False
"IDPH, Cheerleaders Are Athletes! COVID-19",False
"Stop the spread of COVID-19: Cancel the 7/11/20 Trump rally in Portsmouth, NH",False
CoVid 19 Petition : To gain government support for small businesses in India,False
VTU is planning to conduct Offline exam over online semester - COVID is still rising,False
Demand a Green New Deal to save the planet after Covid-19,False
Protect Pregnant Healthcare Workers & Healthcare System from COVID19,False
Cuomo Close NYC construction during  Covid-19. Save peoples lives,False
"COVID-19 Pandemic: Supplies, Financial Support and Compassion for Humanity",False
Extend IELTS validity by a year following Covid-19 Pandemic,False
Commence Scenario 2 for High Schools and Revise COVID-19 Guidelines in Alberta,False
Petition to PM & FM INDIA: RELIEF FOR INDIAN LOAN BORROWER;EMI HOLIDAY! PLS BAN MORATORIUM,False
Facebook: Don’t stop the music!,False
Extend compassionate use of Remdesivir to health care workers,True
Impose trade sanctions for nations with unsafe bio-security in their (wet) meat markets,False
Lift the ban on alcohol sales in Barbados during the Covid-19 lock-down,False
"Housing Is Health! No Homelessness, No Rent Debt",False
Padma Vibhushan for Dr KK Aggarwal,False
Petition to lower the tuition fees for 2020/2021 sem 1 at Universiti Teknologi Malaysia.,False
MUHS should conduct online examination or Postpone MBBS examinations due to rising COVID,False
Release College Students From Off-Campus Housing Obligations During COVID-19 Pandemic,False
Get competitive swimmers back in the pool in PA!,False
Extend COVID-19 relief packages to temporary visa holders,False
Justice for Nikita Tomar,False
"Allow live meetings, conventions, and tradeshows to operate in Las Vegas at 50% capacity!",False
Protect Chesterfield's Special Education Students!,False
Forgiving rents in the time of lockdown due to Coronavirus,False
Move the Pop-Up Covid Test Centre away from the Old Town!,False
We Won't Leave Anyone In Our Community Behind During COVID-19 Pandemic,False
Tranparency Regarding Keller ISD's Management of COVID-19,False
Protect Orillia During COVID-19,False
Release all ICE Detainees Immediately,False
Unmask Elementary Children Outdoors (and all together).,False
Save Redrow/Crem skatepark,False
Give the elderly the first hour of supermarket trading during Covid-19,False
Close all MESA PUBLIC SCHOOLS because of COVID-19. Protect our Children!,False
#PostponeNEET_JEE,False
Cancel all further exams due to instability caused by COVID-19,False
Governor Hogan: Close preschools to protect childcare workers from the spread of COVID-19,False
Lower the age of breast cancer screening in Scotland - “Better screened than sorry”,False
Open Personal Training Studios During Phase 2,False
Tell Gov. Cuomo: Broadway Deserves a Seat at the Table,False
Covid 19: Repatriación de argentinos y residentes argentinos en el exterior.,False
NIRA to extend eligibility for athletes whose seasons were cut short,False
Protect Essential Autism Care in PA,False
Pass all classes of 2020 second semester,False
Concordia University students asking for the grading system this semester to be PASS/FAIL,False
Postpartum support for mothers in Newfoundland during COVID-19,False
Saskatchewan Needs a Better Back-To-School Plan,False
Petition for NSW Year 12 students to hold Graduation Assemblies and formals,False
"Lecce, DO NOT CHANGE MARCH BREAK AGAIN!",False
Postpone Highschool Spring Sports instead of Cancelling,False
Save Echo Park Lake,False
Proactively protecting the health of SHSU and Huntsville Amid growing concerns of COVID-19,False
Reschedule Rutgers University 2020 Commencement,False
COVID Outbreak: CLOSE DEVONSHIRE MALL,False
Re-opening of ALL Golf Facilities Immediately for ALL GOLFERS,False
Covid-19: give economic hardship relief to the hair & beauty industry – support UK salons,False
"Demand Visa, MasterCard, AMEX & Discover Reduce/Waive Certain Fees during COVID 19",False
Get Nassau County To Reverse The Postponement Of The 2020 Fall Season,False
Unemployment Relief For Independent Workers With Mixed Income Types,False
"""Play On""",False
Allowing athletic competition,False
Manitobans Demand a FAIR Contract for Nurses & Quality Patient Care,False
Close UC Berkeley Campus Due to COVID-19 New Cases in Surrounding Areas,False
COVID-19 Hazard pay for all 1199 SEIU healthcare workers now,False
COVID-19 Pandemic: Reinstate Premium Pay for Essential Employees in the State of Maryland,False
Impeach Michigan Governor Gretchen Whitmer NOW,False
Grace-Graduate final year UG students owing to Covid-19,False
82yr Old Woman Battling Leukemia Needs Urgent Commutation of Sentence,False
Online classes for Universidad europea de valencia (COVID-19 Emergency),False
Sack Dominic Cummings!,False
Support excise parity for Canadian craft distilleries,False
Include Australia's Already Disadvantaged in the COVID-19 Stimulus Supplement,False
CANCEL 2021 METRIC BOARD EXAM DUE TO THE WIDE SPREAD OF COVID 19,False
Make DUT shut down all campuses for an appropriate amount of time should COVID-19 worsen.,False
SAVE FAIRLOP SAILING SCHOOL FROM CLOSURE,False
"Governor Kim Reynolds: Suspend Rent, Mortgage, & Utility Payments During This Crisis",False
Deny Mike Harris the Order of Ontario,False
"Help undocumented immigrants
during the COVID-19 crisis",False
"Governor Andy Beshear: Suspend Rent, Mortgage and Utility payments during the Corona Virus",False
Open Fitness Facilities Premier,False
"Petition for all 2020 parents to be granted $3,000 baby support grant",False
"Stop coronavirus - call for permanent ban on commercial wildlife breeding, markets & trade",False
Release COVID-19 Child Care Data in MA!,True
Shutdown the University of Waterloo campus temporarily due to COVID-19,False
Punëtorët informal duhet të përfitojnë nga paketat e ndihmës financiare COVID-19,False
Pay Petsmart employees Hazard pay due to COVID-19.,False
Hazard Pay for Fred Meyer Employees During the Outbreak of COVID-19,False
Allow Michigan Youth Soccer Players To Return To Play,False
Academic Freeze,False
Stop vigilante Covid-19 roadblocks,False
Canada Should Ban Flights from Europe due to COVID-19,False
Close NBPS after Spring Break due to the outbreak of COVID-19 in Broward county.,False
Close QASMT For 2 Weeks (COVID-19),False
Target: Protect your team and community as Covid-19 surges on.,False
Restrict Maximum Monthy BCHydro Charges During Covid-19 Outbreak,False
Ensure Sir Richard Branson sells private assets before being bailed out by the government.,False
Cancel Lucknow University Exams! Mass promotion of students is an option.,False
Norwich University students to remain off-campus in response to COVID-19,False
COVID-19: Change to The Leaving Cert 2020,False
Personal Protective Equipment (PPE) and COVID-19 Health Care for NYPD Officers,False
Allow ski hills to operate during Ontario lockdown,False
Stonewall Jackson Cemetery Name To Remain The Same,False
Bring the AFL grand final to Perth,False
INTI SHOULD CANCELLING ALL PHYSICAL CLASSES TO REDUCE SPREAD OF COVID-19,False
COVID-19 Support for International Students,False
Gofundme deve eliminare i contributi x  le raccolte COVID nel mondo e donare agli ospedali,False
COVID vaccines for California teachers,True
Corona Virus Kenya: Petition to STOP all flights from CHINA & #COVID-19 hotspots,False
Cancel School for CPS,False
Provide federal financial assistance to renters affected by COVID-19,False
COVID-19: Suspend classes and Encourage online teaching at Coventry University,False
Sénégalais de l'extérieur victimes du COVID-19,False
Demand Congress Provide Free School Meals To Every K-12 Student In America,False
Lower Temple University Fall 2020 Tuition,False
AOTA Needs to Address Murders of Black Men and Women to Support OT's Diverse Community,False
Force Big Chain Supermarkets/Takeaways to Drop Delivery Fees During the Covid-19 Pandemic,False
BAN USE OF CHEMICAL CROWD-CONTROL AGENTS DURING THE COVID-19 PANDEMIC,False
Allow virtual HBUHSD teachers to continue instruction online,False
"Tell Governor Newsom to Release Patricia Wright, A Blind Grandmother with Terminal Cancer",False
"Demand to grant  PR Status to Work permit holders, Refugee Claimants and Int. Students.",False
PLEASE SHUT DOWN and CLEAN Amazon facilities that test positive for COVID-19,False
Please Let Massachusetts Golf,False
Stop Deportation- Mother faces deportation that would take her away from her daughter,False
"The stoppage of Justin Trudeau's ""assault weapons"" ban",False
Allow Businesses and small traders to resume in Mumbai.,False
"With The world facing a Covid-19 pandemic, Unisa exams to change from seat-in to portfolio",False
DSTV should give S​.​A. subscribers a payment break or decrease prices during Covid-19,False
Do not transfer our Municipal Commissioner until Covid is eradicated,False
Cover Covid19 Exposed or Contracted Longshore Workers Under Federal Compensation.,True
"SAY NO to using the Wyndham, Fresh Meadows to House 100 Former Inmates and Sex Offenders!",False
Postpone VTU exams,False
Help convince Inslee and WIAA to allow HS spring sports to resume,False
NZTR: Shifting the two Guineas Group One races north will ruin Cup Week in Christchurch!,False
