text,final_label
"Cancel International A Level & IGCSE Exams 2021
(CIE & Edexcel)",True
La entrada de las Doulas al proceso de parto junto al acompañante de la paciente.,False
Shut Down Leeds Arts University for COVID-19,True
STOP THE COVID-19 VACCINATION CAMPAIGN,False
Pass all the CFISD students for the spring semester,False
Close All Educational Institutions for Teachers and Other Staff #KeepTeachersSafe,True
Alberni Grocers: Seniors-Only Hour Will Save Lives,False
Lower USask Tuition Rates for 2020/21,False
OFW DOLE Akap must be available to all OFW Landbased and Seabased.,False
Rakyat Dan LPP-TIPIKOR RI Mendesak Pemerintah RI Lakukan Kesepakatan Dengan UN-SWISSINDO,False
Make Insurance Companies Grant Full Benefit Access During Covid,False
�Act Now: Temp Las Vegas Rent Freeze,False
Suffolk County Executive Steve Bellone and Dr. Pigott (Suffolk DOH): Let ALL Sports Play!,True
Divert military spending to global covid relief!,False
Petition to Congress to Provide Economic Relief to Independent Physicians and Practices,False
Closing of school during lockdown,True
COVID support for those who went self-employed in last year,False
CLOSE ALL CAMPUS of University of Toronto to prevent COVID-19 Outbreak,True
Demand UMD Prioritize Students over Profit in Changing COVID-19 Response Policies,False
Make COVID Data Transparent at NC State,False
Appeal to the UN to prevent imminent starvation and a humanitarian crisis in Eritrea,False
Stop the COVID-19 Madness!,False
Change High School Hockey in New Jersey To a Spring Sport,False
"Prisoners sentence to be reduced due to Covid 19 , full lockdown and  no visits .",True
Postpone UCLA's 2020 Commencement Instead of Cancelling,True
"Keep YOUR Allied HEALTH Practitioners OPEN!  
Ease the burden OUR medical system may face.",False
7-POINT PUBLIC HEALTH DEMANDS: COVID-19  ACTION STEPS,False
Extend the Government's Paid Parental Leave to pregnant women during the COVID-19 crisis,False
Save California Seniors from a Death Sentence,False
"Visayan Electric Co. (VECO), ECQ Overbilling REFUND Now!",False
Stop mandatory COVID 19 testing for admission for pregnant women,False
Tests massifs du Covid-19 par PCR et traitement hydroxychloroquine et azithromycine !,False
No school or ECE during Alert level 3.,True
Ban - Free or Complimentary breakfast & happy hours Nationwide,False
Cancellation of Semester End Examination,True
Death of NM Small Business,False
Extend Free School Meals Into The Summer Holidays,False
COVID-19: Award Predicted Grades to A-Level Students (Including Pre-U and IB),False
Make Colorado Public Schools Remote This Fall,True
Covid-19: Governor Reynolds please close the IA Schools for the rest of the school year.,True
"Suspend ALL rent, mortgage, and utility payments during the COVID-19 pandemic",False
Allow federal inmates in the bureau of prisons access to tablets during Covid-19 pandemic!,False
Declare the Road Accident Fund an Essential Service,False
"Urban Outfitters, JCPenney, C&A #PayUp for orders, save lives",False
"Let's save the life of Shani Abeysekera, the greatest detective of Sri Lanka",False
Crisis Pay: Give Frontline Healthcare Workers The Pay They Deserve,False
"Designate Occupational, Physical Therapists and Speech Language Pathologists as frontline",False
Keep the Americans from making a movie about how well they handled Covid - 19,False
Covid-19: Urgent action plan for the Labour movement!,False
Osteopathic Manual Practitioners in Ontario Should Be Considered an Essential Service!,False
Stop World Travel and call it finally a pandemic!,True
State of Hawaii to freeze rent and mortgage payments during COVID-19 pandemic.,False
NHS COVID Medal,False
"""Withdraw EIA 2020 Draft""",False
Hazard Compensation for Shipyard Employees during Covid-19 Pandemic,False
Hair Salons Are An Inevitable Business - Make Us Essential!,False
#карантинвбеларусь,False
UPenn petition to reduce/forgive/rebate spring 2020 tuition due to COVID-19,False
"Initiative to combat ""COVID 19"" through Public Awareness",False
Ripartire dopo il COVID-19: Legalizzare la Cannabis per il futuro dell'Italia,False
The University of Alberta shouldn't charge full tuition for online classes!,False
Call for Action: Defund the Winnipeg Police Service,False
Reinstate NCLEX Testing,False
STOP hydropower project in Arunachal’s bio-diverse Dibang Valley,False
Petition for Pass/Fail Option in Spring 2020 Courses at UTEP,False
¡Urgente!,False
COVID,False
Cancellation of Semester End Exams (Goa University),True
Release of non violent prisoners to prevent a dangerous COVID-19 outbreak in prison,False
"Suspension of Rent, Mortgage, & Utility Payments During the Coronavirus Pandemic",False
Optional Pass/Fail for UIUC,False
Open up Outdoor Dining,True
Colorado COVID-19 Housing Relief,False
Muhyiddin Please Resign / Muhyddin Letak Jawatan,False
Keep Davis School District students safe by keeping hybrid schedule.,True
HELP TO SHARE! UTM should conduct classes fully online! - Covid-19,True
Massive COVID-19 testing now!,False
COVID-19 ERADICATION in Australia,False
COVID-19 closing Casinos to contain virus,True
Allow Frontline Healthcare workers to keep their children.,False
Make it easier for families to close the accounts of a loved one who dies,False
"COVID-19 MAY GET ERADICATED, BUT NOT OUR UNIVERSITIES ATROCITY",False
ALDI USA: make COVID-19 raises permanent!,False
Stop Murrayfield Ice rink from closing it’s doors for good,False
COVID related travel restrictions in Canada,True
Include Sports Academies in Covid-19 Relief Fund. SAVE them from shutting down,False
Milwaukee should require masks in public places to protect residents,False
Navajo President Nez: Immediately Allow Diné Relief Efforts During COVID-19 Curfews,False
FIGHT POVERTY BY SUPPORTING DISTRIBUTED RESERVED CRYPTOCURRENCY IN NIGERIA.,False
Cancel 2021 GCSE & A-Level Exams,False
Rehabilitation of those affected severely by Amphan,False
Make Selling dogs illegal unless you are a licensed and accredited breeder,False
"Tell Governor Kemp: Shut down Georgia TODAY, Save Lives",True
Lorenzo (USC Off-Campus Student Housing) Rent Waived/Reduced due to COVID-19,False
Canadians Demand Interest and Debt Relief from Banks During COVID-19,False
Stop treatment of covid-19 patients in Wolfson Cystic Fibrosis unit,False
Freeze Law Society of Ontario & LAWPRO Fees due to COVID-19,False
Protect UNM Graduate Students amid COVID-19,False
"Mandatory Medical Cover, Safety Gear and Job Security For Journalists",False
REQUEST FOR SCHOOL CLOSURE DUE TO HIGH RISK OF COVID 19,True
Close Pinkerton Due To Covid-19,True
Запрет на перекладку плитки в 2020 году в г. Москве,False
North Carolina COVID-19 Housing Relief,False
CU Denver switching to Pass/Fail Grading in response to COVID 19,False
CLOSE Seattle University campus due to COVID-19 death and new cases,True
Cover COVID-19 treatment in #Aarogyasri Scheme,False
"Governor Gretchen Whitmer: Suspend Rent, Mortgage, & Utility Payments During Pandemic",False
Tell Solano Co. to keep community safe during COVID & send staff home for Teleworking,True
"équipements de protection individuelle minimale, frottis et responsabilité pour lutter!",False
Stop EMI Payments During Crisis,False
Grant work from home to IT employees around India,True
Open Adult Slowpitch Softball in California,True
Delay or start school in stages,True
Save Knaresborough Arts and Crafts centre,False
Covid-19 protection for police officers,False
Make the Government fund PPE for Pharmacies,False
MAKE GYMS ESSENTIAL,False
SAVE our Hokitika SPCA animal shelter from closure,False
Allow dog walking during SA lockdown,True
Release imprisoned journalists worldwide,False
Save Grandma from COVID,False
Illinois Schools Should Void 4th Quarter Grading and Pass All 2019/2020 Classes,False
Help Sac Library Staff Get Paid During Covid-19 Closures,False
Partial fee refund due to Universities closure in the midst of COVID-19 outbreak,False
We want the Ministry of Education to re-consider the decision for school reopening,True
"Justice For Mehali Pastrikos, Wade Williams & Miguel Pechay! Sentence Appeal! TF Inquest!",False
Government Support for NW Ontario Tourism #savesunsetcountrytourism Before It's Too Late,False
Protect Mirrlee's fields from a potential building development of  200 houses.,False
Reschedule NCAA Wrestling Tournament,True
"Reclassification of Micro Gyms, Pilates, and Yoga Studios in St Louis",False
Tax free earnings for all healthcare workers during Covid-19 crisis,False
UAL: Save Our Degree Show!,False
Change the theme of Splash Mountain ride in Disney Parks,False
Hair Salons to open in Marion County (Indiana) following social distancing rules,True
BPS  Covid Safety Metrics,False
Save South Norwood Library,False
Return high school sports to Ohio,True
Open Capitation Model Funding (FHO) to All Family Physicians in Ontario Urgently!,False
Petition to extend mid-semester break of NITJ in light of the COVID-19 outbreak,False
Закрыть высшие учебные заведения Москвы на карантин в связи с пандемией коронавируса,True
Open our Garden Centres,True
COVID 19 Beauty Industry Economical Impact - Canada,False
Covid Death Relief Fund,False
"Close all Australian schools, decrease the risk of COVID-19",True
Withdraw the freeze in hike of dearness allowance of central govt employees and pensioners,False
We need a Break from online classes and exams!,True
Covid-19 Economic Relief for Property Owners,False
Petition for Online Teaching in Nottingham Trent University under COVID-19 Threat,False
"""No detriment"" Policy for UCD",False
Salviamo la Repubblica dell’Arte di Frigolandia dall’assurda minaccia di sgombero,False
Annastacia Palaszczuk & Jeanette Young to make a national apology to Nathan Turner family,False
CHANGE THE AMBULANCE SERVICE STATUS FROM ESSENTIAL TO EMERGENCY AFTER COVID-19,False
Fair treatment for easyJet staff,False
Trump must resign for admitting to downplaying COVID-19,False
The New School: Aid Students with a Partial Tuition and Housing Refund,False
Release or Home Confinement for Federal Prisoners from COVID-19 Coronavirus,False
COVID-19 : Non à la fermeture du Parc Oméga !,False
Close School I dont want covid 19,True
Close USF campus due to the COVID-19 (coronavirus),True
Stop Missouri's DESE From Spending CARES Act Funding on a Standardized Test,False
Petition to ask Philippines Senator Koko Pimentel to resign.,False
Close Douglas County Schools due to COVID-19,True
Close South Coast Plaza Mall - Stop Covid-19,True
Request To Make NOVA Spring 2020 Classes Pass/Fail An Option Due to COVID-19,False
"Diabetes to be added in Clinically Extreme Vulnerable ""Shielding"" list for COVID 19",False
"Protect Haida Gwaii, and North and Central Coasts - Restrict Non-Essential Travel Now",False
Free and voluntary COVID-19 testing for front-line Nurses in Ghana once every week.,False
Open House Ban During Covid-19,True
URGENT: PROTECT OKLAHOMA'S INMATES FROM COVID-19 BY REDUCING OVERCROWDING,False
ALL colleges TEST OPTIONAL for Fall 2020 applications amid COVID-19 pandemic,False
Postpone UPSC CSE Prelims 2020 to August '20 amidst COVID 19 pandemic,True
